doctor_id,profile_id,name,specialty,type,room,active
DOC_1906,PROF_2905,Dr. Doctor_1906,General OPD,Clinic,Room-26,True
DOC_1907,PROF_2906,Dr. Doctor_1907,Neurology,Clinic,Room-43,True
DOC_1908,PROF_2907,Dr. Doctor_1908,Cardiology,OPD,Room-37,False
DOC_1909,PROF_2908,Dr. Doctor_1909,General OPD,Clinic,Room-18,False
DOC_1910,PROF_2909,Dr. Doctor_1910,Neurology,OPD,Room-34,True
DOC_1911,PROF_2910,Dr. Doctor_1911,Pediatrics,Clinic,Room-10,True
DOC_1912,PROF_2911,Dr. Doctor_1912,General OPD,Clinic,Room-28,False
DOC_1913,PROF_2912,Dr. Doctor_1913,Pediatrics,OPD,Room-41,True
DOC_1914,PROF_2913,Dr. Doctor_1914,Medical Clinic,Clinic,Room-19,True
DOC_1915,PROF_2914,Dr. Doctor_1915,Pediatrics,OPD,Room-26,True
DOC_1916,PROF_2915,Dr. Doctor_1916,Cardiology,OPD,Room-13,True
DOC_1917,PROF_2916,Dr. Doctor_1917,General OPD,Clinic,Room-30,False
DOC_1918,PROF_2917,Dr. Doctor_1918,Neurology,Clinic,Room-28,True
DOC_1919,PROF_2918,Dr. Doctor_1919,General OPD,OPD,Room-18,True
DOC_1920,PROF_2919,Dr. Doctor_1920,Cardiology,Clinic,Room-18,True
DOC_1921,PROF_2920,Dr. Doctor_1921,Orthopedics,OPD,Room-47,False
DOC_1922,PROF_2921,Dr. Doctor_1922,Cardiology,OPD,Room-6,True
DOC_1923,PROF_2922,Dr. Doctor_1923,Neurology,Clinic,Room-5,False
DOC_1924,PROF_2923,Dr. Doctor_1924,Pediatrics,OPD,Room-26,True
DOC_1925,PROF_2924,Dr. Doctor_1925,General OPD,OPD,Room-37,True
DOC_1926,PROF_2925,Dr. Doctor_1926,Neurology,Clinic,Room-32,True
DOC_1927,PROF_2926,Dr. Doctor_1927,General OPD,OPD,Room-50,True
DOC_1928,PROF_2927,Dr. Doctor_1928,Pediatrics,Clinic,Room-48,True
DOC_1929,PROF_2928,Dr. Doctor_1929,Medical Clinic,OPD,Room-10,True
DOC_1930,PROF_2929,Dr. Doctor_1930,General OPD,OPD,Room-18,False
DOC_1931,PROF_2930,Dr. Doctor_1931,Medical Clinic,Clinic,Room-38,True
DOC_1932,PROF_2931,Dr. Doctor_1932,Medical Clinic,Clinic,Room-45,True
DOC_1933,PROF_2932,Dr. Doctor_1933,Pediatrics,Clinic,Room-31,True
DOC_1934,PROF_2933,Dr. Doctor_1934,Pediatrics,OPD,Room-24,False
DOC_1935,PROF_2934,Dr. Doctor_1935,Orthopedics,Clinic,Room-20,True
DOC_1936,PROF_2935,Dr. Doctor_1936,Orthopedics,OPD,Room-48,True
DOC_1937,PROF_2936,Dr. Doctor_1937,Orthopedics,OPD,Room-17,False
DOC_1938,PROF_2937,Dr. Doctor_1938,Pediatrics,Clinic,Room-44,True
DOC_1939,PROF_2938,Dr. Doctor_1939,Neurology,OPD,Room-29,False
DOC_1940,PROF_2939,Dr. Doctor_1940,Cardiology,Clinic,Room-17,True
DOC_1941,PROF_2940,Dr. Doctor_1941,Cardiology,OPD,Room-20,True
DOC_1942,PROF_2941,Dr. Doctor_1942,General OPD,Clinic,Room-41,True
DOC_1943,PROF_2942,Dr. Doctor_1943,Orthopedics,Clinic,Room-3,True
DOC_1944,PROF_2943,Dr. Doctor_1944,Cardiology,Clinic,Room-31,False
DOC_1945,PROF_2944,Dr. Doctor_1945,Pediatrics,Clinic,Room-7,True
DOC_1946,PROF_2945,Dr. Doctor_1946,Orthopedics,Clinic,Room-33,True
DOC_1947,PROF_2946,Dr. Doctor_1947,Pediatrics,Clinic,Room-39,True
DOC_1948,PROF_2947,Dr. Doctor_1948,Medical Clinic,OPD,Room-49,True
DOC_1949,PROF_2948,Dr. Doctor_1949,Orthopedics,OPD,Room-41,False
DOC_1950,PROF_2949,Dr. Doctor_1950,Orthopedics,OPD,Room-1,False
DOC_1951,PROF_2950,Dr. Doctor_1951,General OPD,Clinic,Room-21,True
DOC_1952,PROF_2951,Dr. Doctor_1952,Cardiology,OPD,Room-16,True
DOC_1953,PROF_2952,Dr. Doctor_1953,Neurology,Clinic,Room-21,False
DOC_1954,PROF_2953,Dr. Doctor_1954,Medical Clinic,OPD,Room-17,True
DOC_1955,PROF_2954,Dr. Doctor_1955,Orthopedics,Clinic,Room-19,True
DOC_1956,PROF_2955,Dr. Doctor_1956,Cardiology,Clinic,Room-24,True
DOC_1957,PROF_2956,Dr. Doctor_1957,Medical Clinic,Clinic,Room-37,True
DOC_1958,PROF_2957,Dr. Doctor_1958,Cardiology,OPD,Room-36,True
DOC_1959,PROF_2958,Dr. Doctor_1959,Cardiology,Clinic,Room-13,True
DOC_1960,PROF_2959,Dr. Doctor_1960,Orthopedics,OPD,Room-4,False
DOC_1961,PROF_2960,Dr. Doctor_1961,Neurology,Clinic,Room-39,True
DOC_1962,PROF_2961,Dr. Doctor_1962,General OPD,OPD,Room-24,True
DOC_1963,PROF_2962,Dr. Doctor_1963,Neurology,OPD,Room-1,False
DOC_1964,PROF_2963,Dr. Doctor_1964,Medical Clinic,Clinic,Room-8,True
DOC_1965,PROF_2964,Dr. Doctor_1965,Orthopedics,OPD,Room-13,True
DOC_1966,PROF_2965,Dr. Doctor_1966,Pediatrics,Clinic,Room-25,True
DOC_1967,PROF_2966,Dr. Doctor_1967,Medical Clinic,OPD,Room-39,True
DOC_1968,PROF_2967,Dr. Doctor_1968,Pediatrics,OPD,Room-27,True
DOC_1969,PROF_2968,Dr. Doctor_1969,Medical Clinic,OPD,Room-2,True
DOC_1970,PROF_2969,Dr. Doctor_1970,Pediatrics,OPD,Room-40,False
DOC_1971,PROF_2970,Dr. Doctor_1971,General OPD,Clinic,Room-38,False
DOC_1972,PROF_2971,Dr. Doctor_1972,Cardiology,OPD,Room-31,True
DOC_1973,PROF_2972,Dr. Doctor_1973,Pediatrics,Clinic,Room-44,True
DOC_1974,PROF_2973,Dr. Doctor_1974,Orthopedics,Clinic,Room-46,False
DOC_1975,PROF_2974,Dr. Doctor_1975,Orthopedics,Clinic,Room-5,True
DOC_1976,PROF_2975,Dr. Doctor_1976,Neurology,OPD,Room-4,True
DOC_1977,PROF_2976,Dr. Doctor_1977,General OPD,Clinic,Room-23,True
DOC_1978,PROF_2977,Dr. Doctor_1978,Cardiology,Clinic,Room-33,False
DOC_1979,PROF_2978,Dr. Doctor_1979,Pediatrics,Clinic,Room-43,True
DOC_1980,PROF_2979,Dr. Doctor_1980,General OPD,OPD,Room-38,True
DOC_1981,PROF_2980,Dr. Doctor_1981,Pediatrics,OPD,Room-33,False
DOC_1982,PROF_2981,Dr. Doctor_1982,Pediatrics,Clinic,Room-9,True
DOC_1983,PROF_2982,Dr. Doctor_1983,Pediatrics,Clinic,Room-10,True
DOC_1984,PROF_2983,Dr. Doctor_1984,Cardiology,Clinic,Room-3,True
DOC_1985,PROF_2984,Dr. Doctor_1985,Medical Clinic,Clinic,Room-48,True
DOC_1986,PROF_2985,Dr. Doctor_1986,Medical Clinic,Clinic,Room-17,True
DOC_1987,PROF_2986,Dr. Doctor_1987,Neurology,Clinic,Room-28,True
DOC_1988,PROF_2987,Dr. Doctor_1988,Pediatrics,Clinic,Room-49,True
DOC_1989,PROF_2988,Dr. Doctor_1989,Neurology,Clinic,Room-4,True
DOC_1990,PROF_2989,Dr. Doctor_1990,General OPD,OPD,Room-15,True
DOC_1991,PROF_2990,Dr. Doctor_1991,Cardiology,Clinic,Room-17,True
DOC_1992,PROF_2991,Dr. Doctor_1992,Orthopedics,Clinic,Room-28,True
DOC_1993,PROF_2992,Dr. Doctor_1993,Medical Clinic,OPD,Room-29,True
DOC_1994,PROF_2993,Dr. Doctor_1994,Orthopedics,Clinic,Room-30,False
DOC_1995,PROF_2994,Dr. Doctor_1995,Cardiology,OPD,Room-8,True
DOC_1996,PROF_2995,Dr. Doctor_1996,Cardiology,OPD,Room-19,True
DOC_1997,PROF_2996,Dr. Doctor_1997,General OPD,Clinic,Room-37,True
DOC_1998,PROF_2997,Dr. Doctor_1998,Neurology,OPD,Room-34,True
DOC_1999,PROF_2998,Dr. Doctor_1999,Medical Clinic,OPD,Room-16,False
DOC_2000,PROF_2999,Dr. Doctor_2000,Orthopedics,OPD,Room-22,True
DOC_2001,PROF_3000,Dr. Doctor_2001,Pediatrics,OPD,Room-26,True
DOC_2002,PROF_3001,Dr. Doctor_2002,Neurology,OPD,Room-21,True
DOC_2003,PROF_3002,Dr. Doctor_2003,Cardiology,OPD,Room-30,False
DOC_2004,PROF_3003,Dr. Doctor_2004,Medical Clinic,Clinic,Room-39,True
DOC_2005,PROF_3004,Dr. Doctor_2005,Pediatrics,OPD,Room-42,False
DOC_2006,PROF_3005,Dr. Doctor_2006,Pediatrics,OPD,Room-14,True
DOC_2007,PROF_3006,Dr. Doctor_2007,Orthopedics,Clinic,Room-21,True
DOC_2008,PROF_3007,Dr. Doctor_2008,Orthopedics,OPD,Room-36,False
DOC_2009,PROF_3008,Dr. Doctor_2009,Cardiology,Clinic,Room-17,True
DOC_2010,PROF_3009,Dr. Doctor_2010,General OPD,Clinic,Room-6,True
DOC_2011,PROF_3010,Dr. Doctor_2011,General OPD,OPD,Room-25,False
DOC_2012,PROF_3011,Dr. Doctor_2012,Pediatrics,OPD,Room-8,True
DOC_2013,PROF_3012,Dr. Doctor_2013,Medical Clinic,Clinic,Room-48,True
DOC_2014,PROF_3013,Dr. Doctor_2014,Orthopedics,OPD,Room-23,True
DOC_2015,PROF_3014,Dr. Doctor_2015,Pediatrics,OPD,Room-32,False
DOC_2016,PROF_3015,Dr. Doctor_2016,Medical Clinic,Clinic,Room-18,False
DOC_2017,PROF_3016,Dr. Doctor_2017,Cardiology,Clinic,Room-24,True
DOC_2018,PROF_3017,Dr. Doctor_2018,Medical Clinic,Clinic,Room-6,True
DOC_2019,PROF_3018,Dr. Doctor_2019,Neurology,Clinic,Room-30,True
DOC_2020,PROF_3019,Dr. Doctor_2020,Orthopedics,OPD,Room-32,True
DOC_2021,PROF_3020,Dr. Doctor_2021,Pediatrics,Clinic,Room-28,True
DOC_2022,PROF_3021,Dr. Doctor_2022,Medical Clinic,Clinic,Room-10,True
DOC_2023,PROF_3022,Dr. Doctor_2023,Orthopedics,Clinic,Room-16,False
DOC_2024,PROF_3023,Dr. Doctor_2024,Pediatrics,OPD,Room-36,True
DOC_2025,PROF_3024,Dr. Doctor_2025,Cardiology,OPD,Room-33,False
DOC_2026,PROF_3025,Dr. Doctor_2026,Medical Clinic,OPD,Room-30,True
DOC_2027,PROF_3026,Dr. Doctor_2027,Pediatrics,Clinic,Room-38,True
DOC_2028,PROF_3027,Dr. Doctor_2028,Neurology,OPD,Room-8,False
DOC_2029,PROF_3028,Dr. Doctor_2029,General OPD,OPD,Room-26,True
DOC_2030,PROF_3029,Dr. Doctor_2030,Cardiology,Clinic,Room-46,True
DOC_2031,PROF_3030,Dr. Doctor_2031,Pediatrics,Clinic,Room-49,False
DOC_2032,PROF_3031,Dr. Doctor_2032,Neurology,Clinic,Room-22,True
DOC_2033,PROF_3032,Dr. Doctor_2033,General OPD,OPD,Room-6,True
DOC_2034,PROF_3033,Dr. Doctor_2034,Orthopedics,OPD,Room-28,True
DOC_2035,PROF_3034,Dr. Doctor_2035,Cardiology,Clinic,Room-8,True
DOC_2036,PROF_3035,Dr. Doctor_2036,General OPD,Clinic,Room-30,False
DOC_2037,PROF_3036,Dr. Doctor_2037,Orthopedics,Clinic,Room-20,True
DOC_2038,PROF_3037,Dr. Doctor_2038,Orthopedics,Clinic,Room-20,True
DOC_2039,PROF_3038,Dr. Doctor_2039,General OPD,OPD,Room-1,True
DOC_2040,PROF_3039,Dr. Doctor_2040,Cardiology,OPD,Room-45,True
DOC_2041,PROF_3040,Dr. Doctor_2041,Cardiology,OPD,Room-31,True
DOC_2042,PROF_3041,Dr. Doctor_2042,Orthopedics,OPD,Room-28,True
DOC_2043,PROF_3042,Dr. Doctor_2043,Cardiology,Clinic,Room-50,False
DOC_2044,PROF_3043,Dr. Doctor_2044,General OPD,Clinic,Room-28,True
DOC_2045,PROF_3044,Dr. Doctor_2045,Cardiology,OPD,Room-10,False
DOC_2046,PROF_3045,Dr. Doctor_2046,Medical Clinic,Clinic,Room-2,False
DOC_2047,PROF_3046,Dr. Doctor_2047,Neurology,OPD,Room-13,True
DOC_2048,PROF_3047,Dr. Doctor_2048,Neurology,Clinic,Room-4,True
DOC_2049,PROF_3048,Dr. Doctor_2049,Cardiology,OPD,Room-41,False
DOC_2050,PROF_3049,Dr. Doctor_2050,Medical Clinic,Clinic,Room-48,True
DOC_2051,PROF_3050,Dr. Doctor_2051,Cardiology,Clinic,Room-26,False
DOC_2052,PROF_3051,Dr. Doctor_2052,Neurology,Clinic,Room-15,True
DOC_2053,PROF_3052,Dr. Doctor_2053,Neurology,OPD,Room-28,True
DOC_2054,PROF_3053,Dr. Doctor_2054,Neurology,OPD,Room-18,False
DOC_2055,PROF_3054,Dr. Doctor_2055,Medical Clinic,OPD,Room-32,True
DOC_2056,PROF_3055,Dr. Doctor_2056,Medical Clinic,Clinic,Room-2,True
DOC_2057,PROF_3056,Dr. Doctor_2057,Pediatrics,OPD,Room-31,True
DOC_2058,PROF_3057,Dr. Doctor_2058,Medical Clinic,OPD,Room-33,True
DOC_2059,PROF_3058,Dr. Doctor_2059,Neurology,Clinic,Room-39,False
DOC_2060,PROF_3059,Dr. Doctor_2060,General OPD,Clinic,Room-47,False
DOC_2061,PROF_3060,Dr. Doctor_2061,Medical Clinic,Clinic,Room-31,True
DOC_2062,PROF_3061,Dr. Doctor_2062,Neurology,OPD,Room-19,True
DOC_2063,PROF_3062,Dr. Doctor_2063,Orthopedics,Clinic,Room-9,True
DOC_2064,PROF_3063,Dr. Doctor_2064,General OPD,OPD,Room-39,False
DOC_2065,PROF_3064,Dr. Doctor_2065,Cardiology,Clinic,Room-32,True
DOC_2066,PROF_3065,Dr. Doctor_2066,General OPD,OPD,Room-36,True
DOC_2067,PROF_3066,Dr. Doctor_2067,Cardiology,Clinic,Room-17,True
DOC_2068,PROF_3067,Dr. Doctor_2068,Orthopedics,OPD,Room-12,True
DOC_2069,PROF_3068,Dr. Doctor_2069,Cardiology,Clinic,Room-28,True
DOC_2070,PROF_3069,Dr. Doctor_2070,Neurology,OPD,Room-8,True
DOC_2071,PROF_3070,Dr. Doctor_2071,Medical Clinic,Clinic,Room-22,True
DOC_2072,PROF_3071,Dr. Doctor_2072,Cardiology,Clinic,Room-10,True
DOC_2073,PROF_3072,Dr. Doctor_2073,Orthopedics,OPD,Room-29,False
DOC_2074,PROF_3073,Dr. Doctor_2074,Cardiology,OPD,Room-40,True
DOC_2075,PROF_3074,Dr. Doctor_2075,Neurology,OPD,Room-33,True
DOC_2076,PROF_3075,Dr. Doctor_2076,General OPD,OPD,Room-14,True
DOC_2077,PROF_3076,Dr. Doctor_2077,General OPD,Clinic,Room-46,False
DOC_2078,PROF_3077,Dr. Doctor_2078,Neurology,Clinic,Room-47,True
DOC_2079,PROF_3078,Dr. Doctor_2079,General OPD,Clinic,Room-22,True
DOC_2080,PROF_3079,Dr. Doctor_2080,Cardiology,OPD,Room-29,False
DOC_2081,PROF_3080,Dr. Doctor_2081,Cardiology,OPD,Room-31,True
DOC_2082,PROF_3081,Dr. Doctor_2082,Pediatrics,OPD,Room-6,True
DOC_2083,PROF_3082,Dr. Doctor_2083,Pediatrics,Clinic,Room-24,True
DOC_2084,PROF_3083,Dr. Doctor_2084,General OPD,Clinic,Room-15,True
DOC_2085,PROF_3084,Dr. Doctor_2085,Medical Clinic,Clinic,Room-27,False
DOC_2086,PROF_3085,Dr. Doctor_2086,Neurology,Clinic,Room-2,False
DOC_2087,PROF_3086,Dr. Doctor_2087,General OPD,OPD,Room-46,True
DOC_2088,PROF_3087,Dr. Doctor_2088,Cardiology,Clinic,Room-21,False
DOC_2089,PROF_3088,Dr. Doctor_2089,General OPD,Clinic,Room-4,False
DOC_2090,PROF_3089,Dr. Doctor_2090,Cardiology,OPD,Room-37,True
DOC_2091,PROF_3090,Dr. Doctor_2091,Orthopedics,Clinic,Room-27,False
DOC_2092,PROF_3091,Dr. Doctor_2092,Orthopedics,Clinic,Room-47,True
DOC_2093,PROF_3092,Dr. Doctor_2093,Pediatrics,OPD,Room-18,True
DOC_2094,PROF_3093,Dr. Doctor_2094,Orthopedics,Clinic,Room-29,True
DOC_2095,PROF_3094,Dr. Doctor_2095,Neurology,Clinic,Room-45,True
DOC_2096,PROF_3095,Dr. Doctor_2096,Orthopedics,Clinic,Room-50,True
DOC_2097,PROF_3096,Dr. Doctor_2097,Pediatrics,OPD,Room-3,True
DOC_2098,PROF_3097,Dr. Doctor_2098,Medical Clinic,OPD,Room-34,True
DOC_2099,PROF_3098,Dr. Doctor_2099,General OPD,OPD,Room-33,True
DOC_2100,PROF_3099,Dr. Doctor_2100,Neurology,Clinic,Room-49,True
DOC_2101,PROF_3100,Dr. Doctor_2101,Cardiology,OPD,Room-35,True
DOC_2102,PROF_3101,Dr. Doctor_2102,General OPD,Clinic,Room-47,False
DOC_2103,PROF_3102,Dr. Doctor_2103,Neurology,OPD,Room-47,True
DOC_2104,PROF_3103,Dr. Doctor_2104,Pediatrics,Clinic,Room-41,True
DOC_2105,PROF_3104,Dr. Doctor_2105,Cardiology,OPD,Room-49,True
DOC_2106,PROF_3105,Dr. Doctor_2106,Medical Clinic,Clinic,Room-37,True
DOC_2107,PROF_3106,Dr. Doctor_2107,Medical Clinic,Clinic,Room-16,True
DOC_2108,PROF_3107,Dr. Doctor_2108,Pediatrics,Clinic,Room-19,True
DOC_2109,PROF_3108,Dr. Doctor_2109,Orthopedics,Clinic,Room-34,True
DOC_2110,PROF_3109,Dr. Doctor_2110,Cardiology,Clinic,Room-34,True
DOC_2111,PROF_3110,Dr. Doctor_2111,Pediatrics,Clinic,Room-7,True
DOC_2112,PROF_3111,Dr. Doctor_2112,Orthopedics,Clinic,Room-27,True
DOC_2113,PROF_3112,Dr. Doctor_2113,Cardiology,OPD,Room-28,True
DOC_2114,PROF_3113,Dr. Doctor_2114,Medical Clinic,OPD,Room-29,True
DOC_2115,PROF_3114,Dr. Doctor_2115,Pediatrics,Clinic,Room-38,False
DOC_2116,PROF_3115,Dr. Doctor_2116,Pediatrics,Clinic,Room-41,False
DOC_2117,PROF_3116,Dr. Doctor_2117,Medical Clinic,Clinic,Room-47,False
DOC_2118,PROF_3117,Dr. Doctor_2118,General OPD,OPD,Room-33,True
DOC_2119,PROF_3118,Dr. Doctor_2119,Medical Clinic,Clinic,Room-9,True
DOC_2120,PROF_3119,Dr. Doctor_2120,Orthopedics,OPD,Room-30,False
DOC_2121,PROF_3120,Dr. Doctor_2121,Cardiology,OPD,Room-36,True
DOC_2122,PROF_3121,Dr. Doctor_2122,Cardiology,Clinic,Room-8,True
DOC_2123,PROF_3122,Dr. Doctor_2123,Pediatrics,Clinic,Room-3,True
DOC_2124,PROF_3123,Dr. Doctor_2124,Cardiology,Clinic,Room-20,True
DOC_2125,PROF_3124,Dr. Doctor_2125,Pediatrics,Clinic,Room-32,True
DOC_2126,PROF_3125,Dr. Doctor_2126,General OPD,OPD,Room-38,False
DOC_2127,PROF_3126,Dr. Doctor_2127,Cardiology,Clinic,Room-19,True
DOC_2128,PROF_3127,Dr. Doctor_2128,General OPD,Clinic,Room-1,True
DOC_2129,PROF_3128,Dr. Doctor_2129,Neurology,Clinic,Room-5,True
DOC_2130,PROF_3129,Dr. Doctor_2130,Medical Clinic,Clinic,Room-37,True
DOC_2131,PROF_3130,Dr. Doctor_2131,Neurology,Clinic,Room-22,False
DOC_2132,PROF_3131,Dr. Doctor_2132,Medical Clinic,OPD,Room-49,True
DOC_2133,PROF_3132,Dr. Doctor_2133,Neurology,Clinic,Room-49,False
DOC_2134,PROF_3133,Dr. Doctor_2134,Orthopedics,Clinic,Room-10,True
DOC_2135,PROF_3134,Dr. Doctor_2135,Cardiology,Clinic,Room-25,True
DOC_2136,PROF_3135,Dr. Doctor_2136,Medical Clinic,Clinic,Room-35,True
DOC_2137,PROF_3136,Dr. Doctor_2137,Orthopedics,Clinic,Room-48,True
DOC_2138,PROF_3137,Dr. Doctor_2138,Orthopedics,OPD,Room-11,True
DOC_2139,PROF_3138,Dr. Doctor_2139,Neurology,Clinic,Room-36,True
DOC_2140,PROF_3139,Dr. Doctor_2140,Orthopedics,OPD,Room-13,True
DOC_2141,PROF_3140,Dr. Doctor_2141,Neurology,OPD,Room-49,False
DOC_2142,PROF_3141,Dr. Doctor_2142,Neurology,OPD,Room-8,True
DOC_2143,PROF_3142,Dr. Doctor_2143,Cardiology,Clinic,Room-14,True
DOC_2144,PROF_3143,Dr. Doctor_2144,Orthopedics,Clinic,Room-6,True
DOC_2145,PROF_3144,Dr. Doctor_2145,Medical Clinic,OPD,Room-32,True
DOC_2146,PROF_3145,Dr. Doctor_2146,Pediatrics,Clinic,Room-12,False
DOC_2147,PROF_3146,Dr. Doctor_2147,Cardiology,Clinic,Room-25,True
DOC_2148,PROF_3147,Dr. Doctor_2148,Cardiology,OPD,Room-7,True
DOC_2149,PROF_3148,Dr. Doctor_2149,Pediatrics,OPD,Room-12,True
DOC_2150,PROF_3149,Dr. Doctor_2150,Cardiology,OPD,Room-20,False
DOC_2151,PROF_3150,Dr. Doctor_2151,Orthopedics,OPD,Room-4,True
DOC_2152,PROF_3151,Dr. Doctor_2152,General OPD,OPD,Room-46,True
DOC_2153,PROF_3152,Dr. Doctor_2153,Pediatrics,Clinic,Room-7,True
DOC_2154,PROF_3153,Dr. Doctor_2154,General OPD,Clinic,Room-21,True
DOC_2155,PROF_3154,Dr. Doctor_2155,Medical Clinic,OPD,Room-4,True
DOC_2156,PROF_3155,Dr. Doctor_2156,General OPD,OPD,Room-32,False
DOC_2157,PROF_3156,Dr. Doctor_2157,Cardiology,Clinic,Room-4,True
DOC_2158,PROF_3157,Dr. Doctor_2158,Medical Clinic,Clinic,Room-5,False
DOC_2159,PROF_3158,Dr. Doctor_2159,Cardiology,Clinic,Room-41,True
DOC_2160,PROF_3159,Dr. Doctor_2160,Cardiology,Clinic,Room-36,True
DOC_2161,PROF_3160,Dr. Doctor_2161,General OPD,OPD,Room-20,False
DOC_2162,PROF_3161,Dr. Doctor_2162,Medical Clinic,OPD,Room-41,True
DOC_2163,PROF_3162,Dr. Doctor_2163,General OPD,Clinic,Room-35,True
DOC_2164,PROF_3163,Dr. Doctor_2164,General OPD,Clinic,Room-36,False
DOC_2165,PROF_3164,Dr. Doctor_2165,Cardiology,OPD,Room-30,True
DOC_2166,PROF_3165,Dr. Doctor_2166,Orthopedics,OPD,Room-1,True
DOC_2167,PROF_3166,Dr. Doctor_2167,Medical Clinic,Clinic,Room-39,True
DOC_2168,PROF_3167,Dr. Doctor_2168,Orthopedics,Clinic,Room-23,True
DOC_2169,PROF_3168,Dr. Doctor_2169,Neurology,Clinic,Room-3,True
DOC_2170,PROF_3169,Dr. Doctor_2170,Orthopedics,OPD,Room-20,True
DOC_2171,PROF_3170,Dr. Doctor_2171,Medical Clinic,OPD,Room-9,True
DOC_2172,PROF_3171,Dr. Doctor_2172,Medical Clinic,OPD,Room-40,True
DOC_2173,PROF_3172,Dr. Doctor_2173,Orthopedics,Clinic,Room-41,True
DOC_2174,PROF_3173,Dr. Doctor_2174,Orthopedics,Clinic,Room-18,True
DOC_2175,PROF_3174,Dr. Doctor_2175,Orthopedics,Clinic,Room-22,True
DOC_2176,PROF_3175,Dr. Doctor_2176,Medical Clinic,Clinic,Room-2,True
DOC_2177,PROF_3176,Dr. Doctor_2177,Orthopedics,OPD,Room-39,False
DOC_2178,PROF_3177,Dr. Doctor_2178,Cardiology,OPD,Room-44,True
DOC_2179,PROF_3178,Dr. Doctor_2179,Medical Clinic,Clinic,Room-49,False
DOC_2180,PROF_3179,Dr. Doctor_2180,Neurology,OPD,Room-42,True
DOC_2181,PROF_3180,Dr. Doctor_2181,Neurology,OPD,Room-43,False
DOC_2182,PROF_3181,Dr. Doctor_2182,Orthopedics,OPD,Room-23,False
DOC_2183,PROF_3182,Dr. Doctor_2183,Neurology,Clinic,Room-25,True
DOC_2184,PROF_3183,Dr. Doctor_2184,Orthopedics,OPD,Room-8,False
DOC_2185,PROF_3184,Dr. Doctor_2185,Pediatrics,OPD,Room-29,True
DOC_2186,PROF_3185,Dr. Doctor_2186,General OPD,OPD,Room-49,True
DOC_2187,PROF_3186,Dr. Doctor_2187,Orthopedics,Clinic,Room-13,True
DOC_2188,PROF_3187,Dr. Doctor_2188,Neurology,Clinic,Room-46,True
DOC_2189,PROF_3188,Dr. Doctor_2189,General OPD,Clinic,Room-24,True
DOC_2190,PROF_3189,Dr. Doctor_2190,Pediatrics,Clinic,Room-46,True
DOC_2191,PROF_3190,Dr. Doctor_2191,Cardiology,OPD,Room-41,False
DOC_2192,PROF_3191,Dr. Doctor_2192,Cardiology,Clinic,Room-37,False
DOC_2193,PROF_3192,Dr. Doctor_2193,General OPD,OPD,Room-43,True
DOC_2194,PROF_3193,Dr. Doctor_2194,Cardiology,OPD,Room-48,True
DOC_2195,PROF_3194,Dr. Doctor_2195,General OPD,Clinic,Room-37,True
DOC_2196,PROF_3195,Dr. Doctor_2196,Neurology,Clinic,Room-13,True
DOC_2197,PROF_3196,Dr. Doctor_2197,Orthopedics,Clinic,Room-44,False
DOC_2198,PROF_3197,Dr. Doctor_2198,Cardiology,Clinic,Room-42,True
DOC_2199,PROF_3198,Dr. Doctor_2199,Pediatrics,Clinic,Room-27,True
DOC_2200,PROF_3199,Dr. Doctor_2200,Cardiology,Clinic,Room-32,True
DOC_2201,PROF_3200,Dr. Doctor_2201,Neurology,OPD,Room-47,True
DOC_2202,PROF_3201,Dr. Doctor_2202,Cardiology,Clinic,Room-27,False
DOC_2203,PROF_3202,Dr. Doctor_2203,Pediatrics,OPD,Room-26,True
DOC_2204,PROF_3203,Dr. Doctor_2204,Pediatrics,OPD,Room-37,True
DOC_2205,PROF_3204,Dr. Doctor_2205,Orthopedics,OPD,Room-45,False
DOC_2206,PROF_3205,Dr. Doctor_2206,Cardiology,OPD,Room-13,True
DOC_2207,PROF_3206,Dr. Doctor_2207,Pediatrics,Clinic,Room-5,True
DOC_2208,PROF_3207,Dr. Doctor_2208,Cardiology,Clinic,Room-28,True
DOC_2209,PROF_3208,Dr. Doctor_2209,Neurology,Clinic,Room-17,True
DOC_2210,PROF_3209,Dr. Doctor_2210,Cardiology,Clinic,Room-16,True
DOC_2211,PROF_3210,Dr. Doctor_2211,Cardiology,Clinic,Room-34,True
DOC_2212,PROF_3211,Dr. Doctor_2212,Cardiology,Clinic,Room-49,True
DOC_2213,PROF_3212,Dr. Doctor_2213,Orthopedics,Clinic,Room-38,True
DOC_2214,PROF_3213,Dr. Doctor_2214,Cardiology,OPD,Room-3,False
DOC_2215,PROF_3214,Dr. Doctor_2215,Pediatrics,OPD,Room-9,True
DOC_2216,PROF_3215,Dr. Doctor_2216,Medical Clinic,OPD,Room-20,False
DOC_2217,PROF_3216,Dr. Doctor_2217,Cardiology,OPD,Room-44,True
DOC_2218,PROF_3217,Dr. Doctor_2218,Neurology,OPD,Room-19,False
DOC_2219,PROF_3218,Dr. Doctor_2219,Medical Clinic,OPD,Room-40,False
DOC_2220,PROF_3219,Dr. Doctor_2220,General OPD,OPD,Room-30,False
DOC_2221,PROF_3220,Dr. Doctor_2221,Medical Clinic,Clinic,Room-40,True
DOC_2222,PROF_3221,Dr. Doctor_2222,Pediatrics,OPD,Room-30,True
DOC_2223,PROF_3222,Dr. Doctor_2223,Neurology,OPD,Room-7,True
