exception_id,doctor_id,date,type,reason
bffe58f3-4dbe-43b9-ad4f-26dd9b230aef,DOC_4745,2025-06-24,CANCELLED_SESSION,Personal Leave
a4348bb1-dcd7-4c00-87a1-813e8a9a530f,DOC_4449,2025-07-27,CANCELLED_SESSION,Medical Leave
11677207-8078-410b-855e-4aaa4330c326,DOC_1381,2025-10-05,CANCELLED_SESSION,Personal Leave
1732c345-759f-4160-8d97-729904ebc55a,DOC_6516,2025-07-17,CANCELLED_SESSION,Personal Leave
deda17c0-1954-4b38-a2a4-96624609d6db,DOC_7443,2025-03-22,LEAVE,Personal Leave
cf2d4df4-ce57-4316-b7ba-179cf83561f7,DOC_6299,2025-07-09,LEAVE,Conference
d48893a2-a9d7-4b06-bd3c-bcbc6b83eb28,DOC_4885,2025-06-13,CANCELLED_SESSION,Conference
a650f2a7-2c5a-438d-b640-459af9a8ce4d,DOC_5966,2025-08-20,LEAVE,Medical Leave
125df4e5-2f7e-41bf-9bf9-3a3a5e63fb7e,DOC_5245,2025-03-08,CANCELLED_SESSION,Personal Leave
8bd3393c-5f6e-42c7-b855-d845483e3c0b,DOC_168,2025-10-29,CANCELLED_SESSION,Medical Leave
6ba38aeb-9175-4c07-93c1-5d2fe0083bfe,DOC_2786,2025-12-10,CANCELLED_SESSION,Personal Leave
bbc880b4-65c9-433c-b1d2-4ccb73510e8c,DOC_5415,2025-12-02,LEAVE,Personal Leave
f96ded0e-8bd4-4d18-9665-3ccf8efe700f,DOC_4204,2025-02-14,LEAVE,Conference
d2793e5f-246a-4367-86b8-3e02d748689b,DOC_7162,2025-09-16,CANCELLED_SESSION,Personal Leave
11ba24f5-d906-41f4-81f5-8387baa71470,DOC_4984,2025-04-25,LEAVE,Medical Leave
6d33a7e5-7ab0-4eed-81e0-32e115468b11,DOC_2337,2025-05-21,CANCELLED_SESSION,Personal Leave
852a6275-d822-4795-9f4c-7a9782fdd1cd,DOC_9489,2025-09-09,LEAVE,Medical Leave
75297ca2-e5ec-4f36-a57d-4a9d364bfd5e,DOC_9051,2025-02-22,CANCELLED_SESSION,Personal Leave
3920c649-ff8d-4a6a-af8e-2c42f44d9862,DOC_7602,2025-04-04,CANCELLED_SESSION,Conference
19c83da6-54a2-4309-912e-bedfd8e73e04,DOC_1509,2025-10-28,CANCELLED_SESSION,Personal Leave
871b21f7-faf3-408b-ac75-a2d99ede7047,DOC_4737,2025-02-05,CANCELLED_SESSION,Medical Leave
fda73b0e-35cc-4e8a-9314-978cf570b410,DOC_7543,2025-06-13,LEAVE,Medical Leave
0fff23f0-147c-4001-bdad-a7c8f084ecec,DOC_4654,2025-05-12,LEAVE,Medical Leave
88485e88-7d2b-4ddc-9b59-57514b94051e,DOC_1174,2025-06-30,LEAVE,Conference
4d118aff-52d9-407e-8cbc-a8c76eafd355,DOC_1555,2025-01-17,LEAVE,Personal Leave
ec8331f0-4936-4412-b54f-b9e1a2f8ee2f,DOC_902,2025-02-27,LEAVE,Medical Leave
48f59230-297f-4d26-b09e-f83be05d324c,DOC_6836,2025-02-28,LEAVE,Conference
b5567438-0960-4713-95e0-26f56f5fef71,DOC_1185,2025-04-27,LEAVE,Conference
65106551-a7aa-415e-b7bf-76b61e60143f,DOC_6823,2025-06-28,CANCELLED_SESSION,Medical Leave
49f3568c-4f19-4e6d-9b3c-485a45e71718,DOC_1026,2025-08-30,LEAVE,Personal Leave
c579e80a-cc01-436c-a2d2-3b000c84b953,DOC_3686,2025-04-28,LEAVE,Conference
d93142a1-f88a-4dd6-8707-006f3a9531e1,DOC_2491,2025-05-13,CANCELLED_SESSION,Conference
add3a566-a038-4270-b995-b91b7236642a,DOC_9376,2025-04-28,CANCELLED_SESSION,Personal Leave
fb4cc554-f7ba-4537-b704-091771a8fcf0,DOC_4063,2025-07-12,LEAVE,Conference
68ae989c-70e9-46ad-8020-c3f505b94496,DOC_6725,2025-07-24,LEAVE,Conference
0d74ac13-8451-4e67-bb54-3514532d9b72,DOC_2370,2025-07-09,CANCELLED_SESSION,Medical Leave
2c8bb691-a84e-474c-a3d1-c8c284170382,DOC_2082,2025-03-20,CANCELLED_SESSION,Medical Leave
21d2faa5-5915-4931-aab8-b7b4e507b67c,DOC_5541,2025-02-11,LEAVE,Personal Leave
6972c532-72d0-43fc-9679-dbe8ca10c585,DOC_7962,2025-11-12,LEAVE,Personal Leave
5824fbc8-00ca-4a6a-9f19-f9d4a558084d,DOC_6892,2025-01-31,LEAVE,Medical Leave
2f13828b-50e2-4b10-929b-67501427fdc3,DOC_1739,2025-10-20,CANCELLED_SESSION,Personal Leave
c9d52282-0baf-4e14-a8b7-1b6c49fe61e9,DOC_6789,2025-08-05,LEAVE,Personal Leave
fe84d07c-473d-426a-8b04-97e92726d3f0,DOC_8759,2025-03-07,CANCELLED_SESSION,Personal Leave
ec05898c-1ee1-4b09-a46b-7321a6b640c2,DOC_954,2025-07-10,LEAVE,Personal Leave
b7ca3ea9-adcd-4610-8924-d8f6edaa33c2,DOC_618,2025-05-29,CANCELLED_SESSION,Conference
fcb2ad33-06b1-4353-8bea-49604c01f49e,DOC_8254,2025-11-19,LEAVE,Medical Leave
024be806-a3d2-4519-baf5-24c34b4b6fab,DOC_4390,2025-01-18,LEAVE,Medical Leave
92f00775-9389-450a-bd3f-2458bbf0a4d7,DOC_1752,2025-12-31,CANCELLED_SESSION,Personal Leave
1d3ba20f-8698-4ecd-84e3-ae8d59d46241,DOC_4348,2025-09-07,CANCELLED_SESSION,Conference
1a7db547-8886-4409-af0f-a3a0681a620a,DOC_9395,2025-05-17,CANCELLED_SESSION,Medical Leave
64ef7117-5908-4592-98fc-e4b4c230f588,DOC_5377,2025-04-28,LEAVE,Medical Leave
7fb99e5e-9774-42ee-8547-83875bf44a7a,DOC_9300,2025-05-25,CANCELLED_SESSION,Conference
34301f9e-8f39-4c1d-8bb5-165c2b3a58df,DOC_3056,2025-07-10,CANCELLED_SESSION,Medical Leave
4ed1c9e3-826d-4f1e-a19f-29d7602b9977,DOC_8383,2025-01-07,CANCELLED_SESSION,Medical Leave
ca37bb3c-6a68-4bf0-90ef-4b79e0a5d573,DOC_45,2025-12-17,CANCELLED_SESSION,Personal Leave
165ea660-79fd-4c73-a4de-fca009f91c54,DOC_1803,2025-02-14,CANCELLED_SESSION,Medical Leave
a9a1a44c-437c-4ac3-b151-0e3001af7a63,DOC_3360,2025-04-17,CANCELLED_SESSION,Personal Leave
0172754b-5221-4ab9-a15c-0ed2e2f14389,DOC_1650,2025-07-13,LEAVE,Medical Leave
83c794c5-1223-44ad-bc72-4f932f59ca1f,DOC_5510,2025-02-03,CANCELLED_SESSION,Medical Leave
c59c76ff-b161-4b97-b013-2c14bac9004d,DOC_8979,2025-03-16,CANCELLED_SESSION,Conference
d4bbe97b-8683-40a1-99a1-aeba90f5ae0b,DOC_9342,2025-04-03,CANCELLED_SESSION,Personal Leave
94e902c2-f179-4091-889a-ccb4d5effa01,DOC_5450,2025-07-05,LEAVE,Conference
c1a0adce-5425-448a-88c4-40a74005210b,DOC_1182,2025-01-12,LEAVE,Medical Leave
41ff9afe-69be-458f-882b-2e93f5108b17,DOC_7174,2025-04-07,CANCELLED_SESSION,Conference
d04dfe80-f4dd-498f-af85-72c66b8a82be,DOC_5541,2025-01-17,CANCELLED_SESSION,Medical Leave
16104ebf-d751-4322-b942-0757436ac24a,DOC_1264,2025-06-29,CANCELLED_SESSION,Conference
ee33ef23-aea2-4038-b7ad-7000512e2948,DOC_1124,2025-10-21,LEAVE,Medical Leave
ae20f4d0-dac9-419b-b23f-b9869eff5d7d,DOC_4545,2025-12-28,LEAVE,Personal Leave
14063a3e-a499-4bfe-a571-78a8f1e22d29,DOC_3156,2025-03-31,LEAVE,Personal Leave
9b5167fe-422e-4cfe-a4f6-df6be7bcd4a1,DOC_7420,2025-10-11,LEAVE,Medical Leave
6b1bb4c6-0800-41a5-bcf4-4a6ca31690fa,DOC_5696,2025-11-07,CANCELLED_SESSION,Medical Leave
7cee8f93-3614-4d37-9cd4-59a8758e7cb6,DOC_1847,2025-09-05,CANCELLED_SESSION,Medical Leave
cae91a3a-2983-429b-9fde-3abab57a7981,DOC_4953,2025-10-02,CANCELLED_SESSION,Conference
63539511-94d2-4ef9-abca-f7b366b8a572,DOC_9478,2025-02-08,CANCELLED_SESSION,Personal Leave
4ef3188b-694e-43ee-81f6-ce0c97eafeb8,DOC_1714,2025-10-09,LEAVE,Conference
115ca36e-5401-45ec-b0e2-ce65261bbbae,DOC_429,2025-10-24,LEAVE,Personal Leave
6d394ba5-8eeb-4081-8eed-77c07b06a7d7,DOC_3289,2025-06-06,LEAVE,Medical Leave
12956bdb-88bd-470c-9e75-01b9d202fc91,DOC_6259,2025-01-31,LEAVE,Personal Leave
1f698359-1eda-42c3-97e1-a0f33c4c158e,DOC_8883,2025-08-18,CANCELLED_SESSION,Conference
8fff482f-a169-496b-acf1-cfdfc077ef54,DOC_2838,2025-10-12,LEAVE,Medical Leave
3bab2c94-6d00-475d-af11-afbcb9643365,DOC_7946,2025-05-28,CANCELLED_SESSION,Personal Leave
e57efc37-efd1-4184-800d-cb107f50ed3e,DOC_3636,2025-05-02,CANCELLED_SESSION,Medical Leave
ebffe186-473f-40c5-8ab9-3283ca7a0d2d,DOC_1443,2025-08-09,LEAVE,Personal Leave
54672b7b-6942-4897-8176-3bfa571fa007,DOC_9614,2025-09-13,CANCELLED_SESSION,Conference
9f5320f7-faa7-490c-b5a0-aa6142dff167,DOC_7244,2025-07-28,CANCELLED_SESSION,Medical Leave
d81e136d-84a5-47cc-bb88-c889c91971a0,DOC_1726,2025-09-01,CANCELLED_SESSION,Medical Leave
78f9ce45-dd1d-4fb6-bc63-b89a206f260d,DOC_8501,2025-02-24,CANCELLED_SESSION,Conference
2fa63c9e-c3c7-412f-879f-c4e82a69d888,DOC_2326,2025-10-15,LEAVE,Conference
b1c94a22-063b-4863-8175-e39d5915557a,DOC_8740,2025-08-15,LEAVE,Medical Leave
1a1254bd-7f02-4cee-a111-18bbed622516,DOC_8979,2025-06-22,CANCELLED_SESSION,Medical Leave
71ef8ad3-8bc0-46fc-b29d-59fc57a2cb57,DOC_5152,2025-06-04,CANCELLED_SESSION,Conference
8cffdfc3-bc52-4151-970b-8470fe582278,DOC_9243,2025-12-13,LEAVE,Conference
056c8928-a979-4113-8ed6-f956188f65d1,DOC_8106,2025-03-28,LEAVE,Medical Leave
c51ca871-c109-42d4-9118-7a8b3dd19154,DOC_6965,2025-12-28,CANCELLED_SESSION,Medical Leave
27f07eae-2405-4ae9-9cb2-46b8bf529e5c,DOC_8696,2025-09-24,CANCELLED_SESSION,Conference
74303fbb-2cbe-49d3-8ee2-9f50be26053c,DOC_8355,2025-10-06,CANCELLED_SESSION,Conference
75f3e506-f98e-4d4b-8d52-45b825539d5d,DOC_6282,2025-04-07,LEAVE,Medical Leave
06df9247-ec71-4064-a1ff-9b5e5724ac17,DOC_1273,2025-03-24,LEAVE,Medical Leave
771f7fa9-d4b7-4c0f-a708-8b3a79dbbcd9,DOC_6449,2025-11-13,LEAVE,Conference
819a3358-82a0-437d-a773-bd47c22481a2,DOC_8042,2025-02-19,CANCELLED_SESSION,Conference
4d724904-e1fe-41a2-b3da-2e34bb3842ee,DOC_5615,2025-06-11,CANCELLED_SESSION,Medical Leave
4023736c-8826-42e5-90f1-e8e36f26b44f,DOC_6235,2025-04-29,LEAVE,Medical Leave
7c3da9b2-c37b-4c6a-891e-f1562a2eaed2,DOC_9365,2025-09-04,CANCELLED_SESSION,Medical Leave
dd5e11f8-c980-493b-b070-ed6e74ebe61f,DOC_3184,2025-01-26,LEAVE,Conference
9aeaf67b-04c1-4f9e-9376-ef6058279195,DOC_7432,2025-08-02,LEAVE,Conference
61938a8c-935c-42d6-b3fe-df55b26d4205,DOC_1670,2025-07-17,LEAVE,Medical Leave
ade9b163-cf6e-433b-b32c-4c06fc0135ec,DOC_1118,2025-07-22,LEAVE,Conference
d0a0f53f-9269-4dd1-850a-0110b2a49007,DOC_2988,2025-06-14,LEAVE,Personal Leave
1ed97ebb-d786-4ec6-b796-607e4e5c88be,DOC_1336,2025-04-20,LEAVE,Medical Leave
711e21ca-8e4a-460a-8b9c-44361049614b,DOC_2827,2025-12-25,CANCELLED_SESSION,Conference
6bc8de8d-f989-40bf-a11a-de76e2ded3eb,DOC_532,2025-03-01,LEAVE,Personal Leave
0ecef7c6-efd3-42e6-9ef3-2a467c6dbf3c,DOC_8420,2025-05-01,CANCELLED_SESSION,Personal Leave
2cd6033d-1277-4a96-82ec-8fdff338f878,DOC_3904,2025-01-12,CANCELLED_SESSION,Conference
cdeda295-3d84-4449-99a5-0c9dbc986e09,DOC_1085,2025-07-25,LEAVE,Conference
966d0cbd-dede-4c20-ad0b-31e1772f861d,DOC_812,2025-10-07,LEAVE,Personal Leave
46bb9c7c-516e-49d8-a100-7d6acccae67f,DOC_6957,2025-12-23,LEAVE,Conference
9ca9192f-712b-4896-8432-6fc559e77466,DOC_206,2025-07-29,LEAVE,Personal Leave
8f12503c-52da-4be7-b840-ce1096d31e3e,DOC_5548,2025-10-25,CANCELLED_SESSION,Conference
58e0e8b3-8c66-4a30-911b-3a5fc9dd967e,DOC_7166,2025-09-22,CANCELLED_SESSION,Medical Leave
919be313-f83b-4d6b-b8a5-f8ffc8f4fc2f,DOC_7986,2025-07-26,CANCELLED_SESSION,Personal Leave
8d76d60a-1b27-472d-bbfc-4c6a40532c56,DOC_5465,2025-11-22,LEAVE,Conference
47cdad10-cefc-44d1-87f1-cb32fe746d98,DOC_9951,2025-05-19,CANCELLED_SESSION,Personal Leave
571e86fe-9a80-428e-9c36-bd57e4ea9110,DOC_2254,2025-10-01,CANCELLED_SESSION,Personal Leave
ac033b33-06e8-44bd-b032-1521a3a4e9c3,DOC_2198,2025-04-24,LEAVE,Medical Leave
a9fd5676-9395-4c65-ae5c-c78250656e4e,DOC_6898,2025-08-17,LEAVE,Conference
6af75b48-084a-4187-b02e-53485f15764c,DOC_6651,2025-12-19,CANCELLED_SESSION,Conference
d9de872d-9368-4a2b-8ed0-4b02670df255,DOC_9430,2025-03-04,CANCELLED_SESSION,Medical Leave
26bae34c-d4ee-494c-b7ee-67746ead088d,DOC_1048,2025-03-02,LEAVE,Medical Leave
2c024ff3-c7ae-4ee5-8415-cab084bb3230,DOC_158,2025-06-24,LEAVE,Medical Leave
77d3292a-4175-4030-acfc-edb25861d8a0,DOC_7506,2025-12-30,LEAVE,Personal Leave
026adb75-7595-4e38-a219-827f0df6d3ee,DOC_6922,2025-07-22,CANCELLED_SESSION,Medical Leave
bd9d4519-0f3c-4c09-87ee-cf5f2ca546c1,DOC_5431,2025-05-27,CANCELLED_SESSION,Medical Leave
3aede8f2-51a0-4f36-ac98-09cc1bb02ce6,DOC_8270,2025-12-11,CANCELLED_SESSION,Conference
c739a04b-e9d2-4718-9eda-2bd1fcd6e2fa,DOC_3367,2025-05-08,CANCELLED_SESSION,Medical Leave
97c08867-e006-406e-a570-1a70559a00c3,DOC_4129,2025-04-14,LEAVE,Medical Leave
6579df2c-da59-4b1a-b725-eebbb010948f,DOC_6114,2025-11-16,LEAVE,Conference
5af02adc-b9e1-4686-a041-d3d0075c664b,DOC_6961,2025-04-09,CANCELLED_SESSION,Personal Leave
b8d49f73-42be-4a20-b8f3-f71d6c1d6c0e,DOC_7323,2025-02-17,CANCELLED_SESSION,Medical Leave
63da4a5e-d3ef-433f-9a7a-5d110ee71fb5,DOC_3774,2025-01-03,LEAVE,Medical Leave
b8975748-af09-4666-ade5-96d0990ed4ea,DOC_1350,2025-09-09,CANCELLED_SESSION,Medical Leave
9b8d216a-7023-4534-bb37-50c019151a82,DOC_6759,2025-03-17,CANCELLED_SESSION,Personal Leave
629a5e4a-3768-49b7-8244-0d810ac0ff90,DOC_6424,2025-02-19,CANCELLED_SESSION,Medical Leave
e88cfd93-d613-4a81-a458-359bff1896e5,DOC_2946,2025-04-03,LEAVE,Medical Leave
92245964-f4ba-4160-b04d-9ba0c67ba5a7,DOC_6878,2025-11-18,LEAVE,Medical Leave
cf382104-aa83-4d9c-adc4-e26ceb4f799f,DOC_9620,2025-11-07,LEAVE,Personal Leave
161e017b-89dd-4e11-855b-6a19838df0eb,DOC_8070,2025-04-24,CANCELLED_SESSION,Conference
23ac5485-d26a-4909-91e1-eff2d88bd5a6,DOC_943,2025-04-24,LEAVE,Personal Leave
8d7efb2c-83b1-4d70-a78b-067189c82005,DOC_3408,2025-12-03,LEAVE,Conference
fe0200e5-2e62-431b-8606-89d123036d82,DOC_2385,2025-01-13,CANCELLED_SESSION,Personal Leave
3e3a206a-58f1-43de-8ddf-b81f692dd82b,DOC_3256,2025-05-09,LEAVE,Medical Leave
b2bbdf5b-0b4e-4ec9-906b-ecbffdbfe6b4,DOC_6035,2025-11-05,LEAVE,Personal Leave
7376b307-29e3-4c69-a67c-ec52114b0cdb,DOC_2353,2025-06-28,LEAVE,Conference
3ff88931-3b0c-4e91-bdc4-7abcbcc8559a,DOC_9272,2025-11-06,LEAVE,Personal Leave
a9152b96-f144-4846-924a-1e185b2e5c84,DOC_8756,2025-02-28,CANCELLED_SESSION,Conference
ee3725c9-b397-4ac0-9d31-c8792c663bfa,DOC_2199,2025-01-03,CANCELLED_SESSION,Conference
9e06dd58-72b9-4213-bbf2-977da1246ace,DOC_8093,2025-01-17,CANCELLED_SESSION,Conference
bc0c8d0a-af33-4a0f-84f9-5e1a72abcc27,DOC_7121,2025-05-27,CANCELLED_SESSION,Personal Leave
8d7ce27d-a539-42e7-bad1-e477f148b9cb,DOC_2047,2025-11-29,CANCELLED_SESSION,Personal Leave
6a62cf04-fdb9-4257-a681-9ec9fd68832c,DOC_4207,2025-09-27,LEAVE,Medical Leave
9627971f-e4c4-4752-8955-21b0d1138428,DOC_3528,2025-07-23,CANCELLED_SESSION,Personal Leave
2b5a380a-98c8-4098-a871-3d98785b135f,DOC_9641,2025-10-25,CANCELLED_SESSION,Conference
f3412227-e266-40c0-bd75-5943b7f9d19e,DOC_9061,2025-10-03,LEAVE,Medical Leave
b593b89f-7d45-4dd3-a6ba-d4eac90f3aa6,DOC_9038,2025-03-28,CANCELLED_SESSION,Conference
f687df2b-e5f1-4240-8e9d-01d7c07370d7,DOC_6683,2025-11-12,CANCELLED_SESSION,Medical Leave
b3afc4e4-0554-4f55-85e6-6bf40a18d583,DOC_6211,2025-10-04,CANCELLED_SESSION,Conference
48cbefff-05fc-42c6-bd75-4b1edbb3c6c5,DOC_316,2025-10-06,LEAVE,Personal Leave
be45e8ff-c2a8-47cd-a3b7-215cbbf2527a,DOC_4744,2025-12-22,CANCELLED_SESSION,Conference
64eda770-ab43-4f0e-9fe7-1594eb60c2b8,DOC_2707,2025-04-23,LEAVE,Personal Leave
0d4a1881-bbc2-46a4-8e09-d62b5c01de67,DOC_7373,2025-09-30,CANCELLED_SESSION,Medical Leave
4fc0a507-5904-45cf-8f90-2c65b1e4d194,DOC_3835,2025-10-22,LEAVE,Medical Leave
de0507a4-c1fb-45b6-bcfa-d14351cca30d,DOC_2194,2025-09-23,LEAVE,Conference
e6ea6059-f961-4881-b83c-5b6f2629e4d9,DOC_5960,2025-03-17,CANCELLED_SESSION,Conference
ff46e725-d36e-4f5e-a356-0bcbf350295e,DOC_84,2025-08-22,LEAVE,Medical Leave
3af6172d-d6df-4ecf-83d9-fad7e10c1090,DOC_3568,2025-10-23,LEAVE,Medical Leave
c9ac96dc-f470-4388-9515-668b5886e762,DOC_9886,2025-05-29,LEAVE,Personal Leave
9c895b7a-f983-474e-89da-5d5cfdad2b77,DOC_8842,2025-08-26,LEAVE,Personal Leave
d903cc39-d9ac-4bf1-a6da-7241cf821454,DOC_398,2025-07-03,CANCELLED_SESSION,Personal Leave
87887f06-fe9a-4b98-8add-1f9c49d7f742,DOC_500,2025-01-27,CANCELLED_SESSION,Personal Leave
312dac28-d44d-49cc-9d15-2d006879ec90,DOC_5345,2025-02-05,CANCELLED_SESSION,Conference
d9b3e32b-06d6-4724-9c1f-0e5ac136c05e,DOC_1542,2025-03-15,CANCELLED_SESSION,Personal Leave
1676ee14-68c2-45d2-9927-5d448feeb78f,DOC_9134,2025-04-10,LEAVE,Personal Leave
c12624d7-a36b-4ddd-8c0e-3b62e78563ef,DOC_2757,2025-01-06,LEAVE,Conference
3d8f5295-2559-43d2-bb15-cd99547448c5,DOC_5650,2025-03-25,LEAVE,Personal Leave
c6e2d4e1-bab6-4020-893d-b9c71de9a17b,DOC_8490,2025-06-12,LEAVE,Personal Leave
bd6afde9-e16a-4a2e-a52d-4112c76afc82,DOC_7807,2025-04-27,LEAVE,Personal Leave
35631d26-feb6-4f0f-9b27-09788be4f0e8,DOC_9176,2025-07-07,CANCELLED_SESSION,Medical Leave
19198156-fae7-497c-b4ae-e0bd8ddcd338,DOC_8482,2025-08-24,CANCELLED_SESSION,Conference
261442ab-3c48-4690-8c86-785595123dc3,DOC_2605,2025-09-04,LEAVE,Personal Leave
9a6ca5c7-9f3a-46cb-97ec-f73b3300fc71,DOC_9878,2025-08-19,LEAVE,Medical Leave
38c19ddf-de77-4059-a33e-4eb92badd028,DOC_7569,2025-01-23,CANCELLED_SESSION,Conference
0b1879d7-54d1-4c1f-b891-3ebdebd18fbc,DOC_161,2025-03-27,LEAVE,Medical Leave
4756e54c-bb48-483a-b67b-6fbeadab40fc,DOC_3638,2025-11-05,CANCELLED_SESSION,Conference
1f8fbd67-0f80-4ae4-9cb8-52192f801e63,DOC_797,2025-05-18,LEAVE,Personal Leave
05e2391b-af36-4ba8-987b-439d31951f47,DOC_3820,2025-04-12,CANCELLED_SESSION,Medical Leave
56acd72d-cc76-4bcf-8bfc-2c212ef468f4,DOC_6760,2025-05-25,CANCELLED_SESSION,Conference
42ba7479-6361-4bfc-9d89-68776ba425d3,DOC_6049,2025-08-03,LEAVE,Personal Leave
babc2113-24d9-4f49-8b0a-12a144abfb9f,DOC_5618,2025-01-25,LEAVE,Personal Leave
da79b15e-632d-4483-a991-56ab8c82a3e9,DOC_6120,2025-01-20,LEAVE,Medical Leave
01a78cab-e3e5-4b80-866e-c7901365c5ea,DOC_5481,2025-12-07,LEAVE,Medical Leave
29b07457-5a22-4bab-bb38-e53d446e886c,DOC_465,2025-08-21,LEAVE,Personal Leave
c4f5903a-5379-44af-9676-fcfb20b7c804,DOC_9511,2025-10-05,LEAVE,Conference
38501c97-b6ac-4304-a9b4-e4c86c20c672,DOC_9570,2025-06-12,CANCELLED_SESSION,Medical Leave
ca153619-fc9b-4005-ad94-22db70c80b5c,DOC_9666,2025-06-11,CANCELLED_SESSION,Personal Leave
3a4112d2-d2c8-4718-99ba-b2d0926f61a2,DOC_2157,2025-02-03,LEAVE,Conference
b3e8f8ee-40bb-4277-bb1e-86ca8e88371b,DOC_6580,2025-09-14,LEAVE,Personal Leave
d5beace5-3200-4ab6-aa2d-90614874890b,DOC_2779,2025-01-21,CANCELLED_SESSION,Medical Leave
d0eb4450-9bd4-4d87-8464-1629a32a2eab,DOC_762,2025-03-24,LEAVE,Conference
2854f7f0-dd14-46ae-b841-b39a63e71bec,DOC_5574,2025-02-13,LEAVE,Medical Leave
588facc4-8ec8-4cae-8767-937e20689636,DOC_569,2025-09-15,LEAVE,Medical Leave
de9d126c-f77e-4c83-9f54-8f401f6e9b5c,DOC_1374,2025-07-23,CANCELLED_SESSION,Personal Leave
d07b9943-8333-4c4d-8dfe-bf9baf389688,DOC_1947,2025-05-10,LEAVE,Conference
e4f593b3-7575-4332-a4d9-35f27ce9d12f,DOC_8916,2025-12-04,CANCELLED_SESSION,Personal Leave
e0190d63-efef-47dc-b3f8-16170ace7ef5,DOC_598,2025-12-09,LEAVE,Conference
ed64670f-f5dc-443d-bf11-c5227b162e06,DOC_2411,2025-09-17,LEAVE,Personal Leave
be939bda-a6c5-4015-9f07-3ed23fe948e8,DOC_2066,2025-05-26,CANCELLED_SESSION,Medical Leave
d7255755-ff9a-4f00-9840-e1bcf85bdfd4,DOC_1299,2025-10-07,LEAVE,Personal Leave
2449c7b1-beb6-4855-b8b4-71e747c74628,DOC_6972,2025-05-25,CANCELLED_SESSION,Personal Leave
07ca411d-1e68-4f56-bc98-dd5bfaa07aa4,DOC_5470,2025-03-16,LEAVE,Medical Leave
f2436a60-0d52-4a9a-9a8d-e71ee0964282,DOC_3506,2025-10-05,LEAVE,Conference
4b933d88-26fd-4b99-90ee-871a70ba070e,DOC_4862,2025-10-08,CANCELLED_SESSION,Medical Leave
ebd3e0e6-ea18-4fbb-8f47-dc39f7613c62,DOC_4350,2025-07-15,LEAVE,Conference
ccb7e338-e486-4ea9-9e46-27ddd21dfc26,DOC_5073,2025-04-01,CANCELLED_SESSION,Medical Leave
5ca2548d-987d-4960-ab08-06113a4e19f2,DOC_4180,2025-06-15,LEAVE,Personal Leave
c7a96e44-b1f7-4c21-88cf-f939e09adfda,DOC_1344,2025-11-07,LEAVE,Medical Leave
94d95324-f1e6-4988-a303-16905b6fa338,DOC_6052,2025-06-01,CANCELLED_SESSION,Conference
eb9e94d5-8469-43c5-aa11-c10af6a5ce49,DOC_7264,2025-04-06,LEAVE,Medical Leave
22230d4f-06c1-4caf-bb6d-89298e936566,DOC_8982,2025-02-27,LEAVE,Conference
af278777-0285-4f63-a2bc-7087aab9b5cb,DOC_5048,2025-09-27,LEAVE,Medical Leave
426d4c0d-b062-4ceb-9272-6f649fbdbc2d,DOC_9573,2025-10-17,CANCELLED_SESSION,Conference
d53d6611-397c-40d0-b3a7-ed5bfcd093e4,DOC_1485,2025-01-31,CANCELLED_SESSION,Medical Leave
1b4ce22e-e72a-4f2d-abb4-d9415ce37e65,DOC_2019,2025-02-03,CANCELLED_SESSION,Medical Leave
4ba26661-0fbf-4a72-ac0a-9f6cd2939fd8,DOC_2319,2025-08-18,CANCELLED_SESSION,Medical Leave
4b2b2c41-98b0-496f-b445-25efcef81ff8,DOC_9895,2025-08-29,LEAVE,Medical Leave
0ba249e1-444c-4c75-8020-7787e020d2bb,DOC_1709,2025-04-01,CANCELLED_SESSION,Personal Leave
be18ba6a-6001-415e-834e-b48e90ecc0de,DOC_4066,2025-09-06,CANCELLED_SESSION,Personal Leave
c2d278c9-ed6f-40ba-a188-dcf4b8a421f2,DOC_149,2025-07-04,CANCELLED_SESSION,Personal Leave
d0c78b92-cc1b-4f6b-b754-1f3717584d24,DOC_9774,2025-12-23,LEAVE,Medical Leave
2f536a7c-8079-450e-a2c5-a2846c857bb9,DOC_7085,2025-05-28,CANCELLED_SESSION,Personal Leave
4d419fbb-ec34-41cd-9d7f-0c439940fcce,DOC_631,2025-07-27,LEAVE,Medical Leave
fca479f2-ca45-4ee2-82ef-af3d08c516cc,DOC_84,2025-06-06,CANCELLED_SESSION,Medical Leave
c57e3f08-6943-4df8-b705-f83d145e6c7b,DOC_3005,2025-08-05,LEAVE,Conference
89ab3bd7-36c1-4e66-af92-2a71118b3b9f,DOC_6807,2025-05-18,LEAVE,Personal Leave
3d4b1a2f-94a0-4dd6-aacc-2f64172beeca,DOC_7390,2025-12-17,LEAVE,Medical Leave
05735a08-a092-4d52-9e81-922c173b1dcd,DOC_4301,2025-03-02,LEAVE,Conference
2ecb707a-e585-42e8-b587-9acc52ceb418,DOC_1225,2025-11-05,CANCELLED_SESSION,Personal Leave
99b46b25-78a3-470b-b44c-27171431050e,DOC_9009,2025-08-18,CANCELLED_SESSION,Personal Leave
895e2aa8-4d6a-432d-927f-b15acd063582,DOC_109,2025-01-02,LEAVE,Personal Leave
1ed207f1-5275-48ad-b2fb-879845c989c3,DOC_6991,2025-02-11,LEAVE,Medical Leave
c35221a6-0a4e-4dda-a56e-031b10609bf2,DOC_6993,2025-10-04,LEAVE,Conference
